Course Name,URL,Categories,Short Description,Long Description,Difficulty,Duration,Free Option,Number of Enrolled,Rating,Paid Option,Language,Subtitle Language,Platform,Provider,Image URL
Agile in the Real World,https://www.pluralsight.com/courses/agile-real-world,Computer Science,,,1,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Installing and Configuring Windows 10/11,https://www.pluralsight.com/courses/windows-10-installing-configuring,Computer Science,,,1,0,0,,4.0,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
"Maintaining, Monitoring and Troubleshooting Kubernetes",https://www.pluralsight.com/courses/maintaining-monitoring-troubleshooting-kubernetes,Computer Science,,,1,0,0,,5.0,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Understanding AWS Core Services,https://www.pluralsight.com/courses/understanding-aws-core-services,Computer Science,,,0,0,0,,5.0,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Configuring a Cisco Router,https://www.pluralsight.com/courses/configuring-cisco-router,Computer Science,,,1,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Cisco Enterprise Networks: Basic Networking and IP Fundamentals,https://www.pluralsight.com/courses/cisco-enterprise-networks-basic-networking-ip-fundamentals,Computer Science,,,1,0,0,,5.0,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Designing/Deploying Exchange 2016: Recipients & Security,https://www.pluralsight.com/courses/designing-deploying-exchange-2016-70-345-recipients,Computer Science,,,1,0,0,,5.0,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Linux: Managing Web Services (LPIC-2),https://www.pluralsight.com/courses/linux-managing-web-services-lpic-2,Computer Science,,,1,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Leveraging the Power of the Android Platform,https://www.pluralsight.com/courses/android-leveraging-power-platform,Computer Science,,,2,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Implementing Containers on Windows Server 2016,https://www.pluralsight.com/courses/windows-server-2016-containers-implementing,Computer Science,,,1,0,0,,5.0,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Implementing Windows Server 2016 Connectivity and Remote Access,https://www.pluralsight.com/courses/windows-server-2016-connectivity-remote-access,Computer Science,,,1,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Agile Team Practices with Scrum,https://www.pluralsight.com/courses/agile-team-practice-fundamentals,Computer Science,,,1,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Kubernetes for Developers: Core Concepts,https://www.pluralsight.com/courses/kubernetes-developers-core-concepts,Computer Science,,,0,0,0,,5.0,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Message Queuing with Amazon Simple Queue Service (SQS),https://www.pluralsight.com/courses/message-queuing-amazon-sqs,Computer Science,,,1,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Managing Python Packages and Virtual Environments,https://www.pluralsight.com/courses/managing-python-packages-virtual-environments,Computer Science,,,0,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Integrating Qt Quick 5 with C++,https://www.pluralsight.com/courses/integrating-qt-quick-cpp,Computer Science,,,1,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Getting Started with Data Analysis Using Python 2,https://www.pluralsight.com/courses/python-data-analysis-getting-started,Computer Science,,,0,0,0,,3.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Using MiniProfiler in ASP.NET Core 4,https://www.pluralsight.com/courses/using-miniprofiler-aspdotnet-core,Computer Science,,,0,0,0,,5.0,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Adding Graphics to Web Pages Using Canvas and SVG,https://www.pluralsight.com/courses/adding-graphics-web-pages-using-canvas-svg,Computer Science,,,0,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Cryptography: The Big Picture,https://www.pluralsight.com/courses/cryptography-big-picture,Computer Science,,,1,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Advanced C++ Mocking Using Google Mock 1,https://www.pluralsight.com/courses/cplusplus-mocking-using-google-mock-advanced,Computer Science,"Writing unit tests looks simple in blogs, books, and tutorials. However, it can be quite difficult when attempted in the real world where real code has dependencies that make unit testing difficult. The solution is to isolate unit tests using mocks, stubs, and fakes. Using mocks is crucial for any developer who attempts to unit test his code. In this course, Advanced C++ Mocking Using Google Mock, you'll learn how to fake dependencies in C++ using Google Mock. First, you'll learn about how to make unit tests simpler and more predictable using mocks. Next, you'll explore how to run Google Mock with different unit testing frameworks, and cover mocking frameworks best practices. Finally, you'll learn useful unit testing patterns for existing legacy code. By the end of this course, you'll have a working knowledge of mocking frameworks and Google Mock, and you'll be able to efficiently unit test any code.","Writing unit tests looks simple in blogs, books, and tutorials. However, it can be quite difficult when attempted in the real world where real code has dependencies that make unit testing difficult. The solution is to isolate unit tests using mocks, stubs, and fakes. Using mocks is crucial for any developer who attempts to unit test his code. In this course, Advanced C++ Mocking Using Google Mock, you'll learn how to fake dependencies in C++ using Google Mock. First, you'll learn about how to make unit tests simpler and more predictable using mocks. Next, you'll explore how to run Google Mock with different unit testing frameworks, and cover mocking frameworks best practices. Finally, you'll learn useful unit testing patterns for existing legacy code. By the end of this course, you'll have a working knowledge of mocking frameworks and Google Mock, and you'll be able to efficiently unit test any code.",1,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Client Side React Router 4,https://www.pluralsight.com/courses/client-side-react-router-4,Computer Science,"Routing in single page applications like those written in React.js helps to display the right content and components, but static routing can be very limiting. In this course, Client Side React Router 4, you'll learn how react-router-4 offers far more capability with dynamic routing and provides a unique model for routing in React.js applications. First, you'll learn the fundamentals of routing in react-router-4. Next, you'll begin to put react-router to work and by nesting and testing routes. Finally, you'll dive deep into advanced route handling techniques with React.js and even handle routing state in redux. By the end of this course, you'll have a very good working grasp of React Router 4 and its new dynamic programming model, which will change the way you write React code.","Routing in single page applications like those written in React.js helps to display the right content and components, but static routing can be very limiting. In this course, Client Side React Router 4, you'll learn how react-router-4 offers far more capability with dynamic routing and provides a unique model for routing in React.js applications. First, you'll learn the fundamentals of routing in react-router-4. Next, you'll begin to put react-router to work and by nesting and testing routes. Finally, you'll dive deep into advanced route handling techniques with React.js and even handle routing state in redux. By the end of this course, you'll have a very good working grasp of React Router 4 and its new dynamic programming model, which will change the way you write React code.",1,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Using Docker on AWS with the Command Line,https://www.pluralsight.com/courses/using-docker-aws,Computer Science,"Looking to deploy high-performing and resource-efficient applications to a reliable and predictable environment? You'll have a hard time doing better than running Docker container clusters on Amazon AWS. In ""Using Docker on AWS,"" you'll quickly go over the Docker basics. You'll then use some powerful command line interface tools (AWS CLI, docker, ecs-cli, eksctl, and kubectl) to effectively manage clusters and application workloads on Amazon's Elastic Container Service (both EC2 and Fargate launch types), the EKS Kubernetes orchestrator, and container images through both Docker Hub and the Elastic Container Registry (ECR). Using Docker on AWS will introduce you to both the theory and practice of using the world’s most popular container technology on the world’s most popular cloud platform.","Looking to deploy high-performing and resource-efficient applications to a reliable and predictable environment? You'll have a hard time doing better than running Docker container clusters on Amazon AWS. In ""Using Docker on AWS,"" you'll quickly go over the Docker basics. You'll then use some powerful command line interface tools (AWS CLI, docker, ecs-cli, eksctl, and kubectl) to effectively manage clusters and application workloads on Amazon's Elastic Container Service (both EC2 and Fargate launch types), the EKS Kubernetes orchestrator, and container images through both Docker Hub and the Elastic Container Registry (ECR). Using Docker on AWS will introduce you to both the theory and practice of using the world’s most popular container technology on the world’s most popular cloud platform.",0,0,0,,4.0,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Approaching Automated Security Testing in DevSecOps,https://www.pluralsight.com/courses/approaching-automated-security-testing-devsecops,Computer Science,"Automated security testing can increase the overall security of your products, in a scalable and repeatable way. In this course, Approaching Automated Security Testing in DevSecOps, you will learn foundational knowledge of automated security testing. First, you will learn what automated security testing is. Next, you will discover the pros and cons of automated security testing. Finally, you will explore what to test, and where to test it in the software development life cycle. When you are finished with this course, you will have the skills and basic knowledge of automated security testing.","Automated security testing can increase the overall security of your products, in a scalable and repeatable way. In this course, Approaching Automated Security Testing in DevSecOps, you will learn foundational knowledge of automated security testing. First, you will learn what automated security testing is. Next, you will discover the pros and cons of automated security testing. Finally, you will explore what to test, and where to test it in the software development life cycle. When you are finished with this course, you will have the skills and basic knowledge of automated security testing.",1,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Bootstrap 5 Components: Playbook,https://www.pluralsight.com/courses/bootstrap-components-playbook,Computer Science,"Bootstrap has many components that can be overwhelming to learn and understand. In this course, Bootstrap 5 Components: Playbook, you’ll learn to understand and utilize the Bootstrap components to create a web site with a streamlined appearance in a timely manner. First, you’ll explore general class styles to add color and enhancements to buttons, and unordered lists. Next, you’ll discover site wide components such as navigation, pagination, and breadcrumbs. Finally, you’ll learn how to layout modules of information with the card component. When you’re finished with this course, you’ll have the skills and knowledge of Bootstrap components needed to produce a visually appealing site in minimal time.","Bootstrap has many components that can be overwhelming to learn and understand. In this course, Bootstrap 5 Components: Playbook, you’ll learn to understand and utilize the Bootstrap components to create a web site with a streamlined appearance in a timely manner. First, you’ll explore general class styles to add color and enhancements to buttons, and unordered lists. Next, you’ll discover site wide components such as navigation, pagination, and breadcrumbs. Finally, you’ll learn how to layout modules of information with the card component. When you’re finished with this course, you’ll have the skills and knowledge of Bootstrap components needed to produce a visually appealing site in minimal time.",1,0,0,,5.0,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
Adding Styling with Bootstrap Typography and Utilities,https://www.pluralsight.com/courses/bootstrap-styling-typography-utilities,Computer Science,"A site without much thought of typography looks unprofessional and amateur. In this course, Adding Styling with Bootstrap Typography and Utilities, you’ll learn to work with Bootstrap's typography tools. First, you’ll explore the fundamentals of fonts and resources to help you select the right ones. Next, you’ll discover Bootstrap’s typography settings and how to apply them. Finally, you’ll learn how to use the text utilities in Bootstrap. When you’re finished with this course, you’ll have the skills and knowledge of Bootstrap’s typography needed to produce professional websites with beautiful styles.","A site without much thought of typography looks unprofessional and amateur. In this course, Adding Styling with Bootstrap Typography and Utilities, you’ll learn to work with Bootstrap's typography tools. First, you’ll explore the fundamentals of fonts and resources to help you select the right ones. Next, you’ll discover Bootstrap’s typography settings and how to apply them. Finally, you’ll learn how to use the text utilities in Bootstrap. When you’re finished with this course, you’ll have the skills and knowledge of Bootstrap’s typography needed to produce professional websites with beautiful styles.",1,0,0,,3.0,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
"Parent-Child Data with EF, MVC, Knockout, Ajax, and Validation",https://www.pluralsight.com/courses/parent-child-data-ef-mvc-knockout-ajax,Computer Science,"There are many tutorials that focus on one or two technologies involved in creating an interactive web application, but none cover all the elements of creating a complete solution that uses Entity Framework, MVC, Knockout, Ajax, jQuery validation, and concurrency tracking to roundtrip from client to server and back again. Even those that partially cover the technologies involved still do not cover the complexities of handling parent-child data models, such as sales orders and their associated line items. This training course teaches in a way you can easily understand and then apply these elements to your own projects.","There are many tutorials that focus on one or two technologies involved in creating an interactive web application, but none cover all the elements of creating a complete solution that uses Entity Framework, MVC, Knockout, Ajax, jQuery validation, and concurrency tracking to roundtrip from client to server and back again. Even those that partially cover the technologies involved still do not cover the complexities of handling parent-child data models, such as sales orders and their associated line items. This training course teaches in a way you can easily understand and then apply these elements to your own projects.",1,0,0,,4.5,Rs 1499/- per month,English,English,Pluralsight,Pluralsight,https://www.pluralsight.com/content/dam/pluralsight-creative-team/creative_portfolio/brand_strategic_refresh2022program/brand_strategic_refreshcreativeexploration2022project/final/pluralsight/horizontal/png/Pluralsight-Logo-Horizontal-ColorWhite-Fill.png
