Course Name,URL,Categories,Short Description,Long Description,Difficulty,Duration,Free Option,Number of Enrolled,Rating,Paid Option,Language,Subtitle Language,Platform,Provider,Image URL
SC-300: Implement Access Management for Apps,https://learn.microsoft.com/en-us/training/paths/implement-access-management-for-apps/,Computer Science,SC-300: Implement Access Management for Apps,SC-300: Implement Access Management for Apps,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Learn how Microsoft supports cloud adoption as part of a cybersecurity solution,https://learn.microsoft.com/en-us/training/paths/secure-cloud-adoption-cybersecurity/,Computer Science,"The cloud fundamentally changes everything. Traditionally, ownership and responsibility for all aspects of the technology you use, from infrastructure to software, has fallen to enterprises. When you move to the cloud, you can instead provision and consu…","The cloud fundamentally changes everything. Traditionally, ownership and responsibility for all aspects of the technology you use, from infrastructure to software, has fallen to enterprises. When you move to the cloud, you can instead provision and consu…",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Work with NoSQL data in Azure Cosmos DB,https://learn.microsoft.com/en-us/training/paths/az-204-develop-solutions-that-use-azure-cosmos-db/,Computer Science,"In this learning path, find out how to customize NoSQL data storage and distribution with the Azure portal, Cosmos DB extension, and Cosmos DB .NET SDK.","In this learning path, find out how to customize NoSQL data storage and distribution with the Azure portal, Cosmos DB extension, and Cosmos DB .NET SDK.",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Get started with blockchain development,https://learn.microsoft.com/en-us/training/paths/ethereum-blockchain-development/,Computer Science,Learn about blockchain and development on the Ethereum platform. Discover what skills you need to begin building your own blockchain networks at scale.,Learn about blockchain and development on the Ethereum platform. Discover what skills you need to begin building your own blockchain networks at scale.,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
"Create web apps and services with ASP.NET Core, minimal API, and .NET 6",https://learn.microsoft.com/en-us/training/paths/aspnet-core-minimal-api/,Computer Science,"With minimal API, you can create an API in just four lines of code while using the latest features of .NET 6.","With minimal API, you can create an API in just four lines of code while using the latest features of .NET 6.",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Collaborate with others with Markdown and GitHub Pages,https://learn.microsoft.com/en-us/training/paths/collaborate-markdown-github-pages/,Computer Science,"Learn how to use Markdown to effectively communicate with others in your GitHub issues, pull requests, comments, and documentation. Then learn how to build project sites and blog posts to promote your projects with GitHub Pages.","Learn how to use Markdown to effectively communicate with others in your GitHub issues, pull requests, comments, and documentation. Then learn how to build project sites and blog posts to promote your projects with GitHub Pages.",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Secure your organization with Microsoft Defender for Endpoint,https://learn.microsoft.com/en-us/microsoft-365/security/defender/?view=o365-worldwide,Computer Science,"This learning path provides an overview of Microsoft Defender for Endpoint and how to use it as part of a cybersecurity solution. Microsoft Defender for Endpoint can help you prevent, detect, investigate, and respond to threats across your organization's…","This learning path provides an overview of Microsoft Defender for Endpoint and how to use it as part of a cybersecurity solution. Microsoft Defender for Endpoint can help you prevent, detect, investigate, and respond to threats across your organization's…",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
MS-500 part 3 - Implement and manage information protection,https://learn.microsoft.com/en-us/training/paths/implement-manage-information-protection/,Computer Science,MS-500 part 3 - Implement and manage information protection,MS-500 part 3 - Implement and manage information protection,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Gaming accessibility fundamentals,https://learn.microsoft.com/en-us/training/paths/gaming-accessibility-fundamentals/,Computer Science,"At Team Xbox, we believe that when everyone plays, we all win. We're committed to ensuring as many developers as possible have the tools needed to create accessible experiences. This learning path introduces foundational concepts about gaming accessibili…","At Team Xbox, we believe that when everyone plays, we all win. We're committed to ensuring as many developers as possible have the tools needed to create accessible experiences. This learning path introduces foundational concepts about gaming accessibili…",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
SC-400: Implement Information Governance in Microsoft 365,https://learn.microsoft.com/en-us/training/paths/implement-information-governance/,Computer Science,SC-400: Implement Information Governance in Microsoft 365,SC-400: Implement Information Governance in Microsoft 365,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Plan and implement identity synchronization,https://learn.microsoft.com/en-us/training/paths/plan-implement-identity-synchronization/,Computer Science,Plan and implement identity synchronization,Plan and implement identity synchronization,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Build community-driven software projects on GitHub,https://learn.microsoft.com/en-us/training/paths/build-community-driven-projects-github/,Computer Science,"Learn how GitHub enables you to build communities that foster communication and collaboration while reinforcing recommended guidelines, codes of conduct, and security best practices.","Learn how GitHub enables you to build communities that foster communication and collaboration while reinforcing recommended guidelines, codes of conduct, and security best practices.",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Manage Windows Servers and workloads in a hybrid environment,https://learn.microsoft.com/en-us/training/paths/manage-windows-servers-workloads-hybrid-environment/,Computer Science,Manage Windows Servers and workloads in a hybrid environment,Manage Windows Servers and workloads in a hybrid environment,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
SC-400: Implement Information Protection in Microsoft 365,https://learn.microsoft.com/en-us/training/paths/implement-information-protection/,Computer Science,SC-400: Implement Information Protection in Microsoft 365,SC-400: Implement Information Protection in Microsoft 365,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Cloud-native security operations with Microsoft Sentinel,https://learn.microsoft.com/en-us/training/paths/security-ops-sentinel/,Computer Science,"This learning path describes basic architecture, core capabilities, and primary use cases of its products. You'll also learn about differences and Get familiar with Microsoft Sentinel, a cloud-native, security information and event management (SIEM) serv…","This learning path describes basic architecture, core capabilities, and primary use cases of its products. You'll also learn about differences and Get familiar with Microsoft Sentinel, a cloud-native, security information and event management (SIEM) serv…",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Plan a Microsoft 365 Messaging hybrid configuration and migration,https://learn.microsoft.com/en-us/training/modules/plan-your-hybrid-requirements-for-your-microsoft-365-deployment/,Computer Science,"The Plan a Microsoft 365 messaging hybrid configuration and migration learning path helps you understand hybrid messaging environments, tools and migration types, and the use and management of public folders.","The Plan a Microsoft 365 messaging hybrid configuration and migration learning path helps you understand hybrid messaging environments, tools and migration types, and the use and management of public folders.",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
GitHub fundamentals - Administration basics and product features.,https://learn.microsoft.com/en-us/training/paths/github-administration-products/,Computer Science,"In this learning path, learn the basics of GitHub administration and discover the products that GitHub offers.","In this learning path, learn the basics of GitHub administration and discover the products that GitHub offers.",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Build data analytics solutions using Azure Synapse serverless SQL pools,https://learn.microsoft.com/en-us/training/paths/build-data-analytics-solutions-using-azure-synapse-serverless-sql-pools/,Computer Science,Build data analytics solutions using Azure Synapse serverless SQL pools,Build data analytics solutions using Azure Synapse serverless SQL pools,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Get started with Azure Cosmos DB SQL API,https://learn.microsoft.com/en-us/training/paths/get-started-azure-cosmos-db-sql-api/,Computer Science,Get started with Azure Cosmos DB SQL API,Get started with Azure Cosmos DB SQL API,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Monitor and troubleshoot an Azure Cosmos DB SQL API solution,https://learn.microsoft.com/en-us/training/paths/monitor-troubleshoot-azure-cosmos-db-sql-api-solution/,Computer Science,Monitor and troubleshoot an Azure Cosmos DB SQL API solution,Monitor and troubleshoot an Azure Cosmos DB SQL API solution,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Integrate Azure Synapse Analytics with Azure Data and AI services,https://learn.microsoft.com/en-us/training/paths/integrate-azure-synapse-analytics-azure-data-ai-services/,Computer Science,Integrate Azure Synapse Analytics with Azure Data and AI services,Integrate Azure Synapse Analytics with Azure Data and AI services,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
AI business school for government,https://learn.microsoft.com/en-us/training/paths/ai-business-school-government/,Computer Science,"Learn to develop an AI strategy to create value in education. Including artificial intelligence and machine learning technologies, culture, and responsible AI.","Learn to develop an AI strategy to create value in education. Including artificial intelligence and machine learning technologies, culture, and responsible AI.",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Program with Transact-SQL,https://learn.microsoft.com/en-us/training/paths/program-transact-sql/,Computer Science,Program with Transact-SQL,Program with Transact-SQL,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Intermediate Bicep,https://learn.microsoft.com/en-us/training/paths/intermediate-bicep/,Computer Science,Learn how to use Bicep and Azure features to improve the quality of your infrastructure deployments.,Learn how to use Bicep and Azure features to improve the quality of your infrastructure deployments.,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
AI business school for retail,https://learn.microsoft.com/en-us/training/paths/ai-business-school-retail/,Computer Science,"Learn to develop an enterprise AI strategy to create business value in retail, including artificial intelligence and machine learning technology, culture.","Learn to develop an enterprise AI strategy to create business value in retail, including artificial intelligence and machine learning technology, culture.",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Plan your Windows devices deployment strategy,https://learn.microsoft.com/en-us/training/paths/plan-your-windows-10-deployment-strategy/,Computer Science,Plan your Windows devices deployment strategy,Plan your Windows devices deployment strategy,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Design and implement a replication strategy for Azure Cosmos DB SQL API,https://learn.microsoft.com/en-us/training/paths/design-implement-replication-strategy-cosmos-db-sql-api/,Computer Science,Design and implement a replication strategy for Azure Cosmos DB SQL API,Design and implement a replication strategy for Azure Cosmos DB SQL API,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Integrate Azure Cosmos DB SQL API with Azure services,https://learn.microsoft.com/en-us/training/paths/integrate-azure-cosmos-db-sql-api-azure-services/,Computer Science,Integrate Azure Cosmos DB SQL API with Azure services,Integrate Azure Cosmos DB SQL API with Azure services,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Migrate SQL workloads to Azure,https://learn.microsoft.com/en-us/training/paths/migrate-sql-workloads-azure/,Computer Science,Migrate SQL workloads to Azure,Migrate SQL workloads to Azure,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Migrate servers and workloads in on-premises and hybrid environments,https://learn.microsoft.com/en-us/training/paths/migrate-servers-workloads-premises-hybrid-environments/,Computer Science,Migrate servers and workloads in on-premises and hybrid environments,Migrate servers and workloads in on-premises and hybrid environments,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Optimize query and operation performance in Azure Cosmos DB SQL API,https://learn.microsoft.com/en-us/training/paths/optimize-query-performance-azure-cosmos-db-sql-api/,Computer Science,Optimize query and operation performance in Azure Cosmos DB SQL API,Optimize query and operation performance in Azure Cosmos DB SQL API,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Use Visual Studio for modern development,https://learn.microsoft.com/en-us/training/paths/visual-studio/,Computer Science,"Want to learn more about using Visual Studio to develop and test apps, but don't know where to start? Start here!","Want to learn more about using Visual Studio to develop and test apps, but don't know where to start? Start here!",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Cloud computing basics for developers,https://learn.microsoft.com/en-us/training/paths/cmu-cloud-developer-basics/,Computer Science,"The first learning path in a course on cloud computing for developers from Carnegie Mellon University. Learn about the basics of the cloud, including the history, building blocks, and types. This learning path prepares developers for real-world cloud pra…","The first learning path in a course on cloud computing for developers from Carnegie Mellon University. Learn about the basics of the cloud, including the history, building blocks, and types. This learning path prepares developers for real-world cloud pra…",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Migrate open-source databases to Azure,https://learn.microsoft.com/en-us/training/paths/migrate-open-source-workloads/,Computer Science,Migrate open-source databases to Azure,Migrate open-source databases to Azure,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Windows Server high availability,https://learn.microsoft.com/en-us/training/paths/windows-server-high-availability/,Computer Science,Windows Server high availability,Windows Server high availability,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Threat Modeling Security Fundamentals,https://learn.microsoft.com/en-us/training/paths/tm-threat-modeling-fundamentals/,Computer Science,"This learning path takes you through the four main phases of threat modeling, explains the differences between each data-flow diagram element, walks you through the threat modeling framework, recommends different tools and gives you a step-by-step guide…","This learning path takes you through the four main phases of threat modeling, explains the differences between each data-flow diagram element, walks you through the threat modeling framework, recommends different tools and gives you a step-by-step guide…",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Virtualization - Sharing cloud resources,https://learn.microsoft.com/en-us/training/paths/cmu-cloud-computing-how-cloud-works/,Computer Science,"Carnegie Mellon University's Cloud Developer course. Dive deeper into how the cloud works by understanding virtualization. How are computing power, memory, input and output, networking, and storage virtualized?","Carnegie Mellon University's Cloud Developer course. Dive deeper into how the cloud works by understanding virtualization. How are computing power, memory, input and output, networking, and storage virtualized?",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Explore the foundations of identity and governance for SAP on Azure,https://learn.microsoft.com/en-us/training/paths/explore-foundations-of-identity-governance/,Computer Science,Explore the foundations of identity and governance for SAP on Azure,Explore the foundations of identity and governance for SAP on Azure,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
"Monitor the usage, performance, and availability of resources with Azure Monitor",https://learn.microsoft.com/en-us/training/paths/monitor-usage-performance-availability-resources-azure-monitor/,Computer Science,"Learn how to monitor the usage, performance, and availability of resources using Azure Monitor.","Learn how to monitor the usage, performance, and availability of resources using Azure Monitor.",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Get started with the Linux command line and the Shell,https://learn.microsoft.com/en-us/training/paths/shell/,Computer Science,"In this learning path, find out more about the Linux command line, the shell, and Bash.","In this learning path, find out more about the Linux command line, the shell, and Bash.",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
AZ-700 Designing and Implementing Microsoft Azure Networking Solutions,https://learn.microsoft.com/en-us/training/paths/design-implement-microsoft-azure-networking-solutions-az-700/,Computer Science,AZ-700 Designing and Implementing Microsoft Azure Networking Solutions,AZ-700 Designing and Implementing Microsoft Azure Networking Solutions,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Azure SQL fundamentals,https://learn.microsoft.com/en-us/training/paths/azure-sql-fundamentals/,Computer Science,"Learn how to deploy, secure, monitor and troubleshoot Azure SQL database.","Learn how to deploy, secure, monitor and troubleshoot Azure SQL database.",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
SC-300: Implement an identity management solution,https://learn.microsoft.com/en-us/training/paths/implement-identity-management-solution/,Computer Science,SC-300: Implement an identity management solution,SC-300: Implement an identity management solution,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
AZ-400: Design and implement a release strategy,https://learn.microsoft.com/en-us/training/paths/az-400-design-implement-release-strategy/,Computer Science,AZ-400: Design and implement a release strategy,AZ-400: Design and implement a release strategy,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Introduce DevOps Dojo: Create efficiencies that support your business,https://learn.microsoft.com/en-us/training/paths/devops-dojo-white-belt-foundation/,Computer Science,Start your DevOps Dojo journey.  Create multidisciplinary DevOps teams by using shared tools and processes that are designed to make your organization’s software development and implementation projects more efficient.,Start your DevOps Dojo journey.  Create multidisciplinary DevOps teams by using shared tools and processes that are designed to make your organization’s software development and implementation projects more efficient.,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Describe the basic concepts of cybersecurity,https://learn.microsoft.com/en-us/training/paths/describe-basic-concepts-of-cybersecurity/,Computer Science,Describe the basic concepts of cybersecurity,Describe the basic concepts of cybersecurity,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Create conversational AI solutions,https://learn.microsoft.com/en-us/training/paths/create-conversational-ai-solutions/,Computer Science,Create conversational AI solutions,Create conversational AI solutions,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Manage the lifecycle of your projects on GitHub,https://learn.microsoft.com/en-us/training/paths/manage-project-lifecycle-github/,Computer Science,"Through work planning and tracking, effective branching strategies, and extending GitHub through its API, manage releases all the way from idea to working software in the hands of your users.","Through work planning and tracking, effective branching strategies, and extending GitHub through its API, manage releases all the way from idea to working software in the hands of your users.",Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Introduction to AI for business users,https://learn.microsoft.com/en-us/training/paths/introduction-ai-for-business-users/,Computer Science,Learn how to use machine learning in your organization with this online free course in Microsoft Business School,Learn how to use machine learning in your organization with this online free course in Microsoft Business School,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
Architect a data platform in Azure,https://learn.microsoft.com/en-us/training/paths/architect-data-platform/,Computer Science,Learn how to architect a data platform in Azure and build solutions to store relational and NoSQL data.,Learn how to architect a data platform in Azure and build solutions to store relational and NoSQL data.,Introductory,0,1,0,4.045454545454546,0,English,English,Microsoft,Microsoft,https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE1Mu3b?ver=5c31
